height,weight,label 
171,52,thin
185,47,thin
163,53,normal
176,69,normal
179,76,normal
159,41,thin
148,71,fat
173,72,normal
178,54,thin
176,79,fat
148,69,fat
168,52,thin
179,61,normal
164,42,thin
150,60,fat
189,59,thin
177,53,thin
150,50,normal
173,53,thin
158,40,thin
157,52,normal
170,57,normal
176,48,thin
152,48,normal
186,47,thin
144,55,fat
157,62,fat
166,56,normal
159,54,normal
146,69,fat
176,85,fat
160,82,fat
190,77,normal
148,72,fat
175,83,fat
172,65,normal
159,45,thin
162,49,normal
183,55,thin
153,68,fat
166,84,fat
184,79,normal
155,81,fat
171,68,normal
171,85,fat
171,48,thin
158,76,fat
187,77,normal
147,66,fat
144,70,fat
148,51,normal
170,85,fat
154,72,fat
170,85,fat
148,77,fat
184,85,fat
172,58,normal
150,85,fat
162,82,fat
154,72,fat
179,80,normal
161,51,normal
180,52,thin
186,82,normal
151,74,fat
187,63,thin
141,53,fat
168,60,normal
157,67,fat
163,41,thin
165,56,normal
151,48,normal
160,81,fat
145,44,normal
160,70,fat
182,52,thin
189,62,thin
158,80,fat
146,42,normal
159,71,fat
149,62,fat
162,76,fat
140,79,fat
150,78,fat
146,44,normal
160,47,thin
155,58,normal
149,51,normal
182,73,normal
149,47,normal
145,80,fat
166,78,fat
157,42,thin
157,70,fat
185,71,normal
161,54,normal
154,55,normal
165,79,fat
155,47,normal
156,40,thin
159,81,fat
177,64,normal
153,56,normal
142,69,fat
161,75,fat
187,43,thin
157,47,normal
172,57,normal
165,42,thin
189,52,thin
188,51,thin
176,83,fat
175,59,normal
190,85,normal
163,70,fat
190,50,thin
161,62,normal
147,65,fat
189,55,thin
177,70,normal
187,84,normal
166,74,fat
142,73,fat
151,46,normal
152,49,normal
142,80,fat
180,57,thin
149,61,fat
140,83,fat
174,54,thin
155,78,fat
175,49,thin
156,42,thin
160,56,normal
180,41,thin
162,66,fat
152,64,fat
178,60,normal
143,81,fat
148,70,fat
144,40,normal
168,65,normal
189,83,normal
146,62,fat
185,85,normal
147,64,fat
162,57,normal
142,46,normal
155,79,fat
141,48,normal
151,70,fat
163,67,fat
183,77,normal
188,48,thin
167,67,normal
185,65,normal
150,70,fat
184,79,normal
163,74,fat
181,41,thin
147,67,fat
184,46,thin
190,67,normal
165,55,normal
183,51,thin
142,47,normal
153,60,fat
172,58,normal
154,77,fat
155,55,normal
152,82,fat
163,76,fat
143,51,normal
155,83,fat
143,80,fat
176,52,thin
180,58,thin
176,72,normal
170,46,thin
155,52,normal
169,42,thin
148,66,fat
174,47,thin
181,42,thin
144,61,fat
170,61,normal
180,41,thin
149,51,normal
180,45,thin
143,74,fat
159,77,fat
167,52,normal
181,84,fat
142,80,fat
169,68,normal
188,43,thin
181,47,thin
168,44,thin
151,81,fat
180,75,normal
175,72,normal
176,54,thin
154,83,fat
184,83,normal
164,85,fat
187,58,thin
152,57,normal
168,74,fat
158,50,normal
155,79,fat
158,53,normal
141,65,fat
176,67,normal
176,81,fat
161,45,thin
161,62,normal
174,54,thin
168,44,thin
150,40,thin
169,84,fat
172,42,thin
181,73,normal
169,49,thin
180,57,thin
165,75,fat
148,68,fat
189,84,normal
146,48,normal
185,54,thin
149,72,fat
152,72,fat
186,54,thin
142,71,fat
140,51,fat
189,40,thin
184,41,thin
180,72,normal
190,67,normal
186,45,thin
151,43,normal
157,66,fat
168,58,normal
154,71,fat
149,61,fat
172,73,normal
178,70,normal
147,57,fat
189,59,thin
143,70,fat
156,42,thin
165,61,normal
145,52,normal
163,51,normal
145,60,fat
177,82,fat
173,74,normal
180,53,thin
185,67,normal
184,70,normal
188,46,thin
144,46,normal
168,50,thin
157,72,fat
145,45,normal
163,75,fat
177,59,normal
172,79,fat
143,51,normal
182,45,thin
173,48,thin
174,85,fat
184,55,thin
186,45,thin
168,83,fat
154,41,thin
153,71,fat
151,74,fat
188,64,thin
155,62,fat
169,54,normal
141,82,fat
141,43,normal
179,42,thin
151,48,normal
186,66,normal
160,67,fat
164,54,normal
154,46,normal
158,84,fat
148,41,normal
143,72,fat
145,78,fat
148,69,fat
177,76,normal
186,70,normal
142,49,normal
146,48,normal
174,58,normal
153,58,normal
177,67,normal
176,57,thin
163,62,normal
188,70,normal
157,81,fat
177,84,fat
173,49,thin
180,49,thin
157,84,fat
187,72,normal
151,56,normal
160,43,thin
158,62,normal
151,60,fat
168,55,normal
180,65,normal
178,67,normal
185,60,thin
144,42,normal
141,40,normal
140,81,fat
161,60,normal
148,67,fat
152,54,normal
162,66,fat
162,72,fat
151,65,fat
162,80,fat
175,58,normal
151,71,fat
141,80,fat
176,60,normal
169,69,normal
185,78,normal
178,83,fat
168,82,fat
141,55,fat
148,75,fat
147,42,normal
190,53,thin
147,80,fat
190,65,thin
146,46,normal
173,81,fat
142,83,fat
145,40,normal
142,81,fat
155,80,fat
189,81,normal
175,58,normal
172,81,fat
164,40,thin
153,76,fat
142,57,fat
188,54,thin
181,68,normal
173,85,fat
141,47,normal
178,72,normal
163,63,normal
157,82,fat
189,74,normal
190,42,thin
185,73,normal
144,42,normal
149,41,thin
153,53,normal
144,40,normal
186,69,normal
148,58,fat
171,69,normal
163,74,fat
160,47,thin
159,78,fat
168,55,normal
181,52,thin
187,66,normal
171,54,thin
170,68,normal
154,44,normal
146,81,fat
176,83,fat
154,68,fat
154,62,fat
185,45,thin
147,77,fat
170,77,fat
189,51,thin
187,72,normal
185,51,thin
185,61,thin
147,85,fat
141,66,fat
168,46,thin
159,69,fat
150,47,normal
161,84,fat
160,78,fat
175,61,normal
158,40,thin
187,61,thin
186,64,thin
168,42,thin
177,62,normal
184,60,thin
147,69,fat
159,78,fat
183,58,thin
169,65,normal
161,55,normal
182,65,normal
149,79,fat
178,62,normal
178,49,thin
156,81,fat
183,77,normal
161,64,normal
164,46,thin
150,50,normal
174,59,normal
181,79,normal
170,72,normal
158,41,thin
155,51,normal
169,57,normal
175,48,thin
148,40,thin
189,56,thin
185,82,normal
141,62,fat
183,61,thin
152,44,normal
171,84,fat
184,72,normal
169,44,thin
154,56,normal
141,70,fat
146,76,fat
156,43,thin
178,78,normal
163,48,thin
162,55,normal
142,83,fat
160,58,normal
167,44,thin
150,43,normal
174,43,thin
158,66,fat
151,51,normal
169,43,thin
174,51,thin
152,43,normal
157,45,thin
159,61,normal
162,40,thin
159,66,fat
182,69,normal
147,62,fat
161,84,fat
174,73,normal
171,60,normal
180,42,thin
147,53,normal
169,83,fat
144,82,fat
184,72,normal
167,70,fat
184,62,thin
156,58,normal
167,49,thin
160,72,fat
143,77,fat
151,40,thin
183,71,normal
180,46,thin
146,64,fat
153,47,normal
169,54,normal
159,83,fat
152,84,fat
160,49,normal
159,66,fat
184,73,normal
175,44,thin
181,75,normal
171,71,normal
143,61,fat
186,40,thin
185,78,normal
147,62,fat
187,63,thin
187,53,thin
154,73,fat
173,77,fat
185,74,normal
180,73,normal
146,62,fat
175,69,normal
159,54,normal
168,65,normal
172,47,thin
178,60,normal
174,65,normal
142,80,fat
146,78,fat
159,53,normal
179,85,fat
166,60,normal
176,41,thin
168,64,normal
147,78,fat
160,65,fat
140,63,fat
142,63,fat
158,76,fat
142,78,fat
140,40,normal
181,69,normal
146,61,fat
165,52,normal
142,81,fat
150,49,normal
168,65,normal
176,61,normal
170,52,thin
154,85,fat
150,79,fat
156,70,fat
141,52,fat
186,46,thin
160,46,thin
186,64,thin
142,43,normal
149,68,fat
174,81,fat
187,50,thin
153,61,fat
173,51,thin
175,74,normal
175,45,thin
171,81,fat
168,76,fat
183,49,thin
160,73,fat
183,74,normal
148,51,normal
169,80,fat
158,78,fat
165,48,thin
184,48,thin
153,69,fat
158,63,fat
144,48,normal
165,66,normal
159,77,fat
141,76,fat
155,43,thin
143,84,fat
178,63,normal
185,50,thin
154,78,fat
154,84,fat
159,73,fat
155,58,normal
187,57,thin
173,70,normal
184,44,thin
154,42,thin
142,55,fat
170,59,normal
141,80,fat
160,56,normal
190,40,thin
143,45,normal
174,56,thin
164,83,fat
180,71,normal
152,72,fat
182,72,normal
169,67,normal
175,43,thin
158,64,fat
158,47,normal
181,79,normal
142,63,fat
165,48,thin
183,74,normal
170,77,fat
152,73,fat
190,47,thin
149,43,normal
177,42,thin
175,80,fat
151,63,fat
184,84,normal
177,51,thin
189,71,normal
185,63,thin
180,46,thin
161,71,fat
145,45,normal
161,54,normal
165,52,normal
146,50,normal
176,59,normal
186,56,thin
157,72,fat
169,41,thin
176,51,thin
177,40,thin
190,83,normal
153,64,fat
181,42,thin
190,83,normal
165,44,thin
169,85,fat
140,40,normal
145,61,fat
183,75,normal
145,57,fat
187,50,thin
177,84,fat
151,51,normal
159,68,fat
190,83,normal
163,45,thin
155,80,fat
152,82,fat
143,55,fat
169,82,fat
179,57,thin
164,51,normal
175,61,normal
184,53,thin
161,55,normal
169,73,fat
142,57,fat
154,43,thin
145,47,normal
182,41,thin
141,57,fat
162,43,thin
166,51,normal
146,42,normal
186,72,normal
161,49,normal
173,78,fat
160,73,fat
166,64,normal
172,80,fat
160,69,fat
180,69,normal
183,79,normal
179,57,thin
164,43,thin
171,68,normal
145,46,normal
180,69,normal
168,53,normal
142,41,normal
144,65,fat
165,51,normal
143,68,fat
142,69,fat
165,59,normal
183,40,thin
176,64,normal
174,69,normal
172,84,fat
162,77,fat
146,76,fat
163,64,normal
166,59,normal
172,77,fat
153,48,normal
143,58,fat
179,49,thin
142,53,fat
141,68,fat
169,43,thin
186,60,thin
174,41,thin
164,48,thin
185,41,thin
166,55,normal
155,80,fat
163,56,normal
147,71,fat
185,54,thin
147,76,fat
142,63,fat
157,59,normal
170,62,normal
160,78,fat
173,56,normal
153,46,normal
145,53,fat
150,51,normal
164,63,normal
178,77,normal
162,82,fat
185,45,thin
189,57,thin
174,43,thin
176,48,thin
157,63,fat
165,77,fat
151,84,fat
184,59,thin
159,63,normal
165,71,fat
154,55,normal
165,70,fat
168,58,normal
168,53,normal
154,52,normal
141,59,fat
166,63,normal
151,77,fat
190,75,normal
177,59,normal
148,54,normal
176,60,normal
173,83,fat
169,41,thin
169,71,normal
143,50,normal
148,53,normal
182,70,normal
182,42,thin
170,54,normal
160,66,fat
167,81,fat
189,49,thin
185,49,thin
141,72,fat
154,65,fat
157,58,normal
141,62,fat
159,50,normal
169,70,normal
150,67,fat
186,47,thin
165,81,fat
154,45,normal
158,42,thin
145,61,fat
159,77,fat
161,81,fat
162,58,normal
146,63,fat
178,78,normal
156,74,fat
162,69,fat
152,73,fat
154,80,fat
162,77,fat
167,80,fat
144,46,normal
187,65,normal
146,46,normal
163,74,fat
160,47,thin
147,57,fat
140,64,fat
166,75,fat
179,43,thin
142,71,fat
160,57,normal
168,75,fat
147,62,fat
158,75,fat
146,72,fat
174,43,thin
186,49,thin
184,79,normal
188,57,thin
145,54,fat
168,83,fat
185,41,thin
157,63,fat
152,53,normal
153,63,fat
154,61,fat
173,52,thin
164,54,normal
186,79,normal
158,83,fat
146,73,fat
171,61,normal
154,76,fat
176,66,normal
153,66,fat
145,51,normal
189,51,thin
162,52,normal
181,83,fat
178,64,normal
164,54,normal
156,56,normal
186,73,normal
172,71,normal
168,49,thin
154,78,fat
155,69,fat
180,42,thin
153,80,fat
157,58,normal
184,41,thin
173,44,thin
156,41,thin
168,79,fat
167,84,fat
174,85,fat
167,75,fat
166,54,normal
179,41,thin
162,44,thin
155,76,fat
163,44,thin
142,54,fat
170,68,normal
155,54,normal
187,70,normal
159,81,fat
188,67,normal
159,64,fat
166,79,fat
189,55,thin
150,65,fat
157,52,normal
159,51,normal
168,53,normal
180,63,normal
162,41,thin
180,49,thin
159,47,normal
167,43,thin
140,42,normal
165,46,thin
154,80,fat
140,41,normal
161,68,fat
150,52,normal
170,48,thin
148,55,fat
175,52,thin
165,47,thin
190,66,thin
152,68,fat
160,51,normal
145,82,fat
167,85,fat
170,43,thin
143,60,fat
154,55,normal
186,58,thin
176,76,normal
176,84,fat
143,46,normal
155,52,normal
145,42,normal
151,42,thin
156,40,thin
148,59,fat
184,44,thin
165,64,normal
176,83,fat
161,60,normal
174,57,normal
143,56,fat
156,66,fat
171,63,normal
154,46,normal
147,72,fat
163,43,thin
176,83,fat
162,49,normal
155,79,fat
143,57,fat
144,59,fat
168,66,normal
159,44,thin
161,56,normal
141,43,normal
175,50,thin
156,63,fat
149,52,normal
143,77,fat
189,69,normal
146,85,fat
158,54,normal
146,65,fat
171,41,thin
143,78,fat
156,69,fat
152,63,fat
149,60,fat
168,46,thin
151,55,normal
149,47,normal
181,61,normal
140,76,fat
160,78,fat
161,77,fat
174,55,thin
140,83,fat
164,62,normal
188,82,normal
183,48,thin
178,80,fat
177,85,fat
186,49,thin
158,82,fat
180,66,normal
156,56,normal
153,49,normal
175,41,thin
181,80,normal
164,64,normal
184,75,normal
154,52,normal
166,73,fat
167,69,normal
163,77,fat
178,50,thin
180,40,thin
160,46,thin
156,80,fat
190,44,thin
156,83,fat
165,71,fat
152,40,thin
140,44,normal
181,81,normal
148,78,fat
168,43,thin
153,58,normal
151,66,fat
186,50,thin
151,83,fat
159,67,fat
164,77,fat
187,49,thin
160,72,fat
154,82,fat
153,62,fat
165,73,fat
168,74,fat
145,47,normal
160,58,normal
184,48,thin
164,79,fat
179,49,thin
150,51,normal
166,58,normal
146,68,fat
162,51,normal
175,68,normal
178,46,thin
184,85,fat
163,78,fat
180,73,normal
181,84,fat
158,72,fat
151,75,fat
187,76,normal
157,74,fat
154,64,fat
149,44,normal
166,41,thin
147,59,fat
144,44,normal
157,82,fat
183,45,thin
141,72,fat
155,81,fat
154,79,fat
183,43,thin
154,50,normal
178,65,normal
157,82,fat
141,59,fat
164,56,normal
180,55,thin
148,83,fat
149,42,normal
188,78,normal
186,61,thin
140,60,fat
148,54,normal
188,70,normal
147,67,fat
175,77,fat
152,48,normal
152,54,normal
183,63,normal
167,81,fat
172,64,normal
189,83,normal
153,42,thin
148,52,normal
141,70,fat
154,55,normal
165,77,fat
163,60,normal
155,73,fat
140,54,fat
188,76,normal
182,58,thin
171,74,fat
175,70,normal
174,52,thin
165,52,normal
157,74,fat
149,51,normal
177,61,normal
143,62,fat
167,82,fat
150,68,fat
146,43,normal
154,57,normal
188,58,thin
179,80,normal
173,42,thin
177,81,fat
170,82,fat
163,52,normal
149,47,normal
165,48,thin
176,72,normal
184,60,thin
153,54,normal
172,42,thin
187,61,thin
184,40,thin
165,60,normal
143,42,normal
150,49,normal
171,83,fat
157,44,thin
165,58,normal
181,66,normal
140,80,fat
182,65,normal
185,61,thin
173,43,thin
145,43,normal
160,40,thin
154,50,normal
174,85,fat
187,52,thin
156,51,normal
181,59,thin
152,65,fat
156,42,thin
180,54,thin
147,72,fat
156,70,fat
167,46,thin
162,49,normal
154,80,fat
166,64,normal
147,49,normal
169,65,normal
166,40,thin
158,43,thin
141,82,fat
157,52,normal
164,53,normal
142,82,fat
186,42,thin
170,78,fat
140,51,fat
163,55,normal
153,75,fat
178,72,normal
174,56,thin
150,62,fat
170,78,fat
141,67,fat
156,80,fat
188,55,thin
162,71,fat
157,80,fat
183,66,normal
147,47,normal
161,50,normal
161,71,fat
177,75,normal
141,81,fat
190,60,thin
177,77,normal
188,65,thin
168,56,normal
173,42,thin
181,82,fat
152,83,fat
167,56,normal
142,51,fat
185,51,thin
181,66,normal
172,62,normal
145,61,fat
190,48,thin
148,75,fat
167,64,normal
144,54,fat
141,73,fat
156,54,normal
182,79,normal
164,54,normal
151,47,normal
161,46,thin
154,59,normal
158,63,fat
190,64,thin
171,58,normal
173,55,thin
185,41,thin
141,65,fat
163,83,fat
146,77,fat
178,48,thin
156,78,fat
166,46,thin
145,45,normal
170,58,normal
170,72,normal
178,57,thin
155,60,normal
161,69,fat
167,83,fat
147,57,fat
187,80,normal
168,59,normal
176,55,thin
144,63,fat
187,51,thin
152,80,fat
165,49,thin
172,82,fat
181,82,fat
160,60,normal
144,80,fat
189,68,normal
160,73,fat
166,65,normal
176,44,thin
169,64,normal
179,46,thin
189,65,thin
185,76,normal
174,79,fat
165,44,thin
173,85,fat
140,75,fat
164,49,thin
158,64,fat
190,65,thin
169,82,fat
173,73,normal
150,40,thin
161,79,fat
181,80,normal
149,65,fat
182,70,normal
187,74,normal
152,75,fat
178,45,thin
183,85,fat
152,74,fat
175,55,thin
149,66,fat
156,55,normal
182,52,thin
156,60,normal
150,49,normal
158,81,fat
168,57,normal
151,47,normal
166,68,normal
164,42,thin
140,41,normal
171,67,normal
151,45,normal
162,47,thin
175,44,thin
184,52,thin
172,84,fat
156,55,normal
177,73,normal
141,78,fat
180,48,thin
157,67,fat
181,63,normal
177,48,thin
158,72,fat
188,79,normal
178,49,thin
152,61,fat
148,40,thin
185,40,thin
174,46,thin
176,43,thin
145,73,fat
161,76,fat
185,72,normal
154,41,thin
149,47,normal
143,48,normal
165,72,fat
185,77,normal
161,63,normal
177,54,thin
183,49,thin
164,55,normal
176,65,normal
161,66,fat
177,48,thin
161,64,normal
144,74,fat
140,59,fat
156,79,fat
154,55,normal
180,53,thin
180,52,thin
149,82,fat
153,82,fat
172,85,fat
141,66,fat
146,77,fat
183,76,normal
141,76,fat
174,57,normal
180,52,thin
186,71,normal
174,55,thin
140,52,fat
184,58,thin
190,56,thin
176,60,normal
157,81,fat
148,70,fat
181,62,normal
170,58,normal
183,59,thin
144,62,fat
149,68,fat
182,69,normal
147,85,fat
148,62,fat
177,79,fat
159,79,fat
166,61,normal
147,47,normal
164,60,normal
142,80,fat
185,77,normal
141,58,fat
162,44,thin
179,42,thin
152,62,fat
187,83,normal
147,68,fat
181,65,normal
143,83,fat
156,52,normal
161,80,fat
161,70,fat
189,78,normal
188,49,thin
179,55,thin
156,50,normal
163,70,fat
175,58,normal
145,85,fat
154,84,fat
166,44,thin
185,48,thin
189,46,thin
141,46,normal
146,49,normal
145,52,normal
156,85,fat
182,72,normal
174,48,thin
163,79,fat
150,58,fat
165,46,thin
186,51,thin
140,78,fat
182,82,normal
151,74,fat
187,79,normal
152,45,normal
174,50,thin
187,46,thin
144,46,normal
166,77,fat
179,52,thin
188,76,normal
182,57,thin
149,78,fat
166,67,normal
165,47,thin
166,52,normal
184,61,thin
165,52,normal
167,73,fat
160,83,fat
142,73,fat
188,42,thin
151,75,fat
156,75,fat
163,46,thin
157,69,fat
156,56,normal
168,83,fat
149,66,fat
180,76,normal
167,76,fat
176,76,normal
179,81,fat
175,42,thin
142,53,fat
177,73,normal
161,85,fat
186,60,thin
175,50,thin
172,73,normal
153,68,fat
183,43,thin
181,78,normal
152,42,thin
159,63,normal
180,55,thin
181,40,thin
149,60,fat
185,46,thin
172,46,thin
163,84,fat
190,76,normal
171,58,normal
189,69,normal
178,78,normal
141,55,fat
186,57,thin
176,79,fat
164,58,normal
177,55,thin
174,82,fat
144,61,fat
151,40,thin
152,61,fat
151,45,normal
153,71,fat
160,83,fat
144,85,fat
168,75,fat
164,65,normal
185,59,thin
164,61,normal
176,70,normal
148,65,fat
141,80,fat
181,72,normal
188,61,thin
170,48,thin
183,76,normal
170,41,thin
167,83,fat
167,66,normal
155,85,fat
146,42,normal
164,67,normal
141,75,fat
176,84,fat
189,69,normal
166,70,fat
186,47,thin
149,43,normal
158,84,fat
152,76,fat
142,51,fat
140,43,normal
161,61,normal
188,65,thin
162,43,thin
175,48,thin
164,41,thin
162,64,normal
172,52,thin
175,46,thin
187,51,thin
147,65,fat
168,65,normal
177,58,normal
190,62,thin
168,59,normal
186,60,thin
147,43,normal
170,50,thin
188,61,thin
142,62,fat
176,81,fat
159,65,fat
170,41,thin
171,55,normal
174,56,thin
142,61,fat
166,47,thin
149,47,normal
167,42,thin
142,53,fat
179,62,normal
182,77,normal
159,54,normal
142,48,normal
184,81,normal
182,49,thin
156,48,normal
177,84,fat
189,77,normal
181,58,thin
142,85,fat
179,81,fat
170,78,fat
169,79,fat
188,53,thin
181,62,normal
177,45,thin
162,50,normal
154,59,normal
180,68,normal
158,65,fat
168,80,fat
180,79,normal
175,45,thin
144,71,fat
182,65,normal
176,46,thin
142,72,fat
155,59,normal
179,49,thin
171,66,normal
172,41,thin
161,64,normal
154,74,fat
163,40,thin
140,41,normal
148,41,normal
166,67,normal
179,56,thin
142,61,fat
140,55,fat
163,52,normal
141,76,fat
182,71,normal
183,83,normal
170,81,fat
168,56,normal
154,46,normal
167,72,fat
189,49,thin
186,71,normal
189,44,thin
188,80,normal
145,48,normal
175,57,normal
161,66,fat
164,40,thin
141,46,normal
178,60,normal
155,84,fat
159,46,thin
164,55,normal
149,75,fat
153,62,fat
172,48,thin
162,44,thin
159,52,normal
190,54,thin
164,80,fat
180,84,fat
152,42,thin
151,41,thin
171,64,normal
171,76,fat
153,69,fat
189,45,thin
167,42,thin
178,67,normal
174,82,fat
145,77,fat
144,55,fat
162,84,fat
140,75,fat
168,62,normal
182,43,thin
153,53,normal
172,76,fat
156,82,fat
171,58,normal
176,69,normal
140,41,normal
181,43,thin
152,64,fat
182,59,thin
173,84,fat
151,72,fat
165,45,thin
144,40,normal
187,42,thin
167,54,normal
170,65,normal
187,61,thin
173,56,normal
166,66,normal
143,53,fat
169,43,thin
144,53,fat
175,60,normal
147,76,fat
154,55,normal
152,77,fat
159,49,normal
156,44,thin
145,70,fat
162,53,normal
141,62,fat
156,78,fat
158,65,fat
182,65,normal
159,72,fat
152,50,normal
141,53,fat
143,42,normal
157,68,fat
153,70,fat
185,59,thin
177,70,normal
182,50,thin
141,85,fat
159,82,fat
181,41,thin
181,71,normal
159,60,normal
164,50,normal
151,41,thin
163,42,thin
145,84,fat
158,57,normal
146,74,fat
187,77,normal
181,57,thin
179,76,normal
180,55,thin
159,44,thin
168,85,fat
169,71,normal
163,41,thin
159,45,thin
185,53,thin
170,41,thin
177,73,normal
190,58,thin
159,55,normal
164,61,normal
167,83,fat
172,50,thin
145,58,fat
146,85,fat
179,76,normal
175,62,normal
143,82,fat
154,51,normal
179,71,normal
155,51,normal
144,82,fat
146,73,fat
151,54,normal
170,54,normal
173,57,normal
145,78,fat
140,45,normal
167,75,fat
157,81,fat
162,83,fat
180,70,normal
149,41,thin
145,42,normal
143,84,fat
140,65,fat
143,66,fat
190,50,thin
163,63,normal
163,69,fat
160,70,fat
178,81,fat
181,66,normal
149,81,fat
161,55,normal
165,41,thin
157,48,normal
147,77,fat
183,45,thin
171,68,normal
188,70,normal
154,46,normal
181,57,thin
166,75,fat
186,82,normal
189,84,normal
150,62,fat
189,61,thin
145,69,fat
163,67,fat
150,44,normal
155,70,fat
159,73,fat
144,66,fat
161,76,fat
144,63,fat
145,72,fat
156,72,fat
185,40,thin
158,58,normal
189,80,normal
171,44,thin
181,56,thin
162,78,fat
171,60,normal
165,84,fat
182,68,normal
183,41,thin
140,74,fat
185,79,normal
177,82,fat
159,53,normal
151,68,fat
140,62,fat
153,70,fat
164,78,fat
168,84,fat
189,46,thin
167,43,thin
190,54,thin
158,59,normal
188,68,normal
164,55,normal
149,41,thin
152,46,normal
153,66,fat
177,48,thin
140,77,fat
147,80,fat
163,51,normal
172,40,thin
150,75,fat
155,53,normal
150,60,fat
153,69,fat
155,52,normal
190,78,normal
181,73,normal
159,71,fat
154,53,normal
180,42,thin
175,46,thin
145,67,fat
161,62,normal
151,68,fat
152,82,fat
186,84,normal
155,56,normal
150,62,fat
179,57,thin
160,60,normal
170,61,normal
154,40,thin
190,70,normal
169,59,normal
188,61,thin
150,45,normal
170,75,fat
170,75,fat
181,51,thin
185,50,thin
177,51,thin
140,53,fat
163,85,fat
174,41,thin
180,41,thin
163,79,fat
167,81,fat
177,64,normal
158,49,normal
163,55,normal
159,84,fat
152,40,thin
186,70,normal
155,60,normal
158,47,normal
171,56,normal
148,50,normal
164,83,fat
152,73,fat
180,46,thin
148,76,fat
173,81,fat
170,63,normal
154,54,normal
164,80,fat
149,59,fat
153,60,fat
178,81,fat
164,72,fat
150,80,fat
182,69,normal
173,43,thin
184,77,normal
180,69,normal
158,83,fat
170,53,thin
186,50,thin
159,80,fat
147,83,fat
149,58,fat
171,42,thin
171,40,thin
178,67,normal
153,60,fat
142,78,fat
144,46,normal
142,41,normal
146,58,fat
161,65,fat
166,45,thin
181,44,thin
167,79,fat
174,53,thin
142,50,normal
144,43,normal
183,44,thin
178,62,normal
153,63,fat
150,55,normal
160,71,fat
156,51,normal
189,84,normal
140,66,fat
157,77,fat
167,67,normal
158,62,normal
165,73,fat
177,66,normal
156,41,thin
147,44,normal
190,68,normal
163,58,normal
148,40,thin
141,77,fat
188,80,normal
145,82,fat
156,62,fat
159,60,normal
159,47,normal
162,73,fat
173,77,fat
145,65,fat
174,81,fat
147,64,fat
190,78,normal
141,47,normal
184,74,normal
179,73,normal
177,41,thin
187,46,thin
175,50,thin
173,47,thin
146,68,fat
165,58,normal
140,56,fat
169,73,fat
163,71,fat
166,52,normal
144,45,normal
142,74,fat
174,82,fat
146,56,fat
175,52,thin
168,55,normal
167,54,normal
163,84,fat
168,60,normal
150,52,normal
178,82,fat
175,46,thin
185,40,thin
147,54,normal
158,70,fat
144,65,fat
166,83,fat
173,63,normal
140,66,fat
187,79,normal
155,72,fat
190,66,thin
156,51,normal
173,51,thin
183,40,thin
157,54,normal
150,53,normal
168,48,thin
189,78,normal
148,72,fat
147,85,fat
141,59,fat
144,67,fat
158,68,fat
170,47,thin
146,65,fat
146,71,fat
163,48,thin
154,61,fat
170,79,fat
143,69,fat
186,74,normal
140,45,normal
161,76,fat
151,80,fat
175,66,normal
165,67,normal
141,84,fat
170,68,normal
171,62,normal
162,60,normal
152,41,thin
143,71,fat
160,42,thin
182,54,thin
142,78,fat
169,58,normal
145,70,fat
172,56,normal
156,83,fat
186,50,thin
183,61,thin
174,82,fat
154,60,fat
162,47,thin
188,54,thin
184,53,thin
189,57,thin
142,64,fat
163,77,fat
181,45,thin
142,73,fat
142,59,fat
167,42,thin
160,74,fat
140,61,fat
164,74,fat
145,51,normal
162,80,fat
170,58,normal
169,63,normal
188,45,thin
151,47,normal
145,82,fat
178,68,normal
176,59,normal
150,74,fat
161,45,thin
171,85,fat
165,67,normal
185,71,normal
162,49,normal
167,84,fat
154,76,fat
185,69,normal
188,54,thin
185,50,thin
145,61,fat
169,55,normal
147,41,normal
160,83,fat
181,50,thin
145,54,fat
147,70,fat
157,72,fat
163,79,fat
161,72,fat
161,42,thin
175,55,thin
155,68,fat
178,84,fat
171,67,normal
187,69,normal
175,62,normal
168,66,normal
152,60,fat
145,83,fat
190,54,thin
184,41,thin
188,53,thin
168,76,fat
147,72,fat
184,53,thin
173,65,normal
179,53,thin
166,85,fat
160,57,normal
156,75,fat
181,59,thin
163,71,fat
142,59,fat
184,62,thin
167,55,normal
152,45,normal
152,77,fat
152,46,normal
169,43,thin
184,64,normal
186,51,thin
187,51,thin
148,76,fat
184,76,normal
172,43,thin
179,78,normal
167,71,fat
161,49,normal
163,58,normal
164,80,fat
159,77,fat
185,67,normal
190,53,thin
143,69,fat
140,85,fat
167,81,fat
162,63,normal
182,67,normal
149,67,fat
168,65,normal
158,67,fat
147,71,fat
169,76,fat
140,42,normal
179,50,thin
148,71,fat
158,62,normal
180,55,thin
164,65,normal
166,81,fat
174,55,thin
153,69,fat
166,65,normal
153,72,fat
147,45,normal
145,61,fat
159,83,fat
141,85,fat
190,60,thin
173,76,fat
156,60,normal
172,43,thin
148,69,fat
186,63,thin
189,67,normal
160,59,normal
166,70,fat
166,40,thin
190,75,normal
160,41,thin
164,56,normal
157,51,normal
182,85,fat
154,51,normal
162,55,normal
165,46,thin
186,59,thin
147,46,normal
162,75,fat
156,48,normal
141,52,fat
158,58,normal
182,77,normal
178,56,thin
181,83,fat
161,69,fat
158,77,fat
170,44,thin
189,68,normal
174,73,normal
173,71,normal
156,70,fat
167,59,normal
142,42,normal
